10/28/2016 1:00,N.Y.C.,24.65
10/28/2016 2:00,N.Y.C.,21.12
10/28/2016 3:00,N.Y.C.,15.9
10/28/2016 4:00,N.Y.C.,19.01
10/28/2016 5:00,N.Y.C.,19.17
10/28/2016 6:00,N.Y.C.,22.44
10/28/2016 7:00,N.Y.C.,24.52
10/28/2016 8:00,N.Y.C.,39.88
10/28/2016 9:00,N.Y.C.,39.57
10/28/2016 10:00,N.Y.C.,25.92
10/28/2016 11:00,N.Y.C.,26.2
10/28/2016 12:00,N.Y.C.,26.18
10/28/2016 13:00,N.Y.C.,26.61
10/28/2016 14:00,N.Y.C.,25.07
10/28/2016 15:00,N.Y.C.,21.55
10/28/2016 16:00,N.Y.C.,22.52
10/28/2016 17:00,N.Y.C.,24.04
10/28/2016 18:00,N.Y.C.,28.08
10/28/2016 19:00,N.Y.C.,28.96
10/28/2016 20:00,N.Y.C.,29.07
10/28/2016 21:00,N.Y.C.,26.43
10/28/2016 22:00,N.Y.C.,37.19
10/28/2016 23:00,N.Y.C.,30.03
10/29/2016 0:00,N.Y.C.,21.98
10/29/2016 1:00,N.Y.C.,21.37
10/29/2016 2:00,N.Y.C.,28.9
10/29/2016 3:00,N.Y.C.,18.15
10/29/2016 4:00,N.Y.C.,18.15
10/29/2016 5:00,N.Y.C.,2.41
10/29/2016 6:00,N.Y.C.,-24.22
10/29/2016 7:00,N.Y.C.,12.78
10/29/2016 8:00,N.Y.C.,13.4
10/29/2016 9:00,N.Y.C.,16.23
10/29/2016 10:00,N.Y.C.,16.23
10/29/2016 11:00,N.Y.C.,16.23
10/29/2016 12:00,N.Y.C.,14.95
10/29/2016 13:00,N.Y.C.,13.26
10/29/2016 14:00,N.Y.C.,14.37
10/29/2016 15:00,N.Y.C.,13.18
10/29/2016 16:00,N.Y.C.,14.41
10/29/2016 17:00,N.Y.C.,17.37
10/29/2016 18:00,N.Y.C.,18.76
10/29/2016 19:00,N.Y.C.,24.33
10/29/2016 20:00,N.Y.C.,20.44
10/29/2016 21:00,N.Y.C.,22.78
10/29/2016 22:00,N.Y.C.,24.06
10/29/2016 23:00,N.Y.C.,17.94
10/30/2016 0:00,N.Y.C.,18.82
