"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"10/24/2016 01:40:00","NPX",61845,12.61,0.96,0.00
"10/24/2016 01:40:00","O H",61846,11.45,-0.21,0.00
"10/24/2016 01:40:00","PJM",61847,22.40,0.47,-10.28
"10/24/2016 01:40:00","WEST",61752,11.62,-0.03,0.00
"10/24/2016 01:45:00","CAPITL",61757,11.83,0.76,0.00
"10/24/2016 01:45:00","CENTRL",61754,11.22,0.15,0.00
"10/24/2016 01:45:00","DUNWOD",61760,11.95,0.89,0.00
"10/24/2016 01:45:00","GENESE",61753,10.95,-0.11,0.00
"10/24/2016 01:45:00","H Q",61844,10.72,-0.34,0.00
"10/24/2016 01:45:00","HUD VL",61758,11.93,0.86,0.00
"10/24/2016 01:45:00","LONGIL",61762,12.26,1.20,0.00
"10/24/2016 01:45:00","MHK VL",61756,11.43,0.36,0.00
"10/24/2016 01:45:00","MILLWD",61759,11.95,0.89,0.00
"10/24/2016 01:45:00","N.Y.C.",61761,12.04,0.97,0.00
"10/24/2016 01:45:00","NORTH",61755,10.61,-0.45,0.00
"10/24/2016 01:45:00","NPX",61845,11.97,0.91,0.00
"10/24/2016 01:45:00","O H",61846,10.90,-0.17,0.00
"10/24/2016 01:45:00","PJM",61847,21.78,0.44,-10.28
"10/24/2016 01:45:00","WEST",61752,11.06,0.00,0.00
"10/24/2016 01:50:00","CAPITL",61757,11.84,0.77,0.00
"10/24/2016 01:50:00","CENTRL",61754,11.21,0.14,0.00
"10/24/2016 01:50:00","DUNWOD",61760,11.95,0.89,0.00
"10/24/2016 01:50:00","GENESE",61753,10.95,-0.11,0.00
"10/24/2016 01:50:00","H Q",61844,10.73,-0.33,0.00
"10/24/2016 01:50:00","HUD VL",61758,11.93,0.86,0.00
"10/24/2016 01:50:00","LONGIL",61762,12.25,1.18,0.00
"10/24/2016 01:50:00","MHK VL",61756,11.43,0.36,0.00
"10/24/2016 01:50:00","MILLWD",61759,11.95,0.89,0.00
"10/24/2016 01:50:00","N.Y.C.",61761,12.04,0.97,0.00
"10/24/2016 01:50:00","NORTH",61755,10.61,-0.45,0.00
"10/24/2016 01:50:00","NPX",61845,11.99,0.93,0.00
"10/24/2016 01:50:00","O H",61846,10.89,-0.18,0.00
"10/24/2016 01:50:00","PJM",61847,21.80,0.44,-10.29
"10/24/2016 01:50:00","WEST",61752,11.06,0.00,0.00
"10/24/2016 01:55:00","CAPITL",61757,10.37,0.69,0.00
"10/24/2016 01:55:00","CENTRL",61754,9.80,0.12,0.00
"10/24/2016 01:55:00","DUNWOD",61760,10.46,0.77,0.00
"10/24/2016 01:55:00","GENESE",61753,9.59,-0.10,0.00
"10/24/2016 01:55:00","H Q",61844,9.38,-0.30,0.00
"10/24/2016 01:55:00","HUD VL",61758,10.44,0.76,0.00
"10/24/2016 01:55:00","LONGIL",61762,10.71,1.03,0.00
"10/24/2016 01:55:00","MHK VL",61756,9.99,0.31,0.00
"10/24/2016 01:55:00","MILLWD",61759,10.46,0.77,0.00
"10/24/2016 01:55:00","N.Y.C.",61761,10.53,0.85,0.00
"10/24/2016 01:55:00","NORTH",61755,9.28,-0.41,0.00
"10/24/2016 01:55:00","NPX",61845,10.52,0.83,0.00
"10/24/2016 01:55:00","O H",61846,9.52,-0.16,0.00
"10/24/2016 01:55:00","PJM",61847,20.35,0.38,-10.29
"10/24/2016 01:55:00","WEST",61752,9.67,-0.01,0.00
"10/24/2016 02:00:00","CAPITL",61757,9.78,0.66,0.00
"10/24/2016 02:00:00","CENTRL",61754,9.23,0.11,0.00
"10/24/2016 02:00:00","DUNWOD",61760,9.85,0.73,0.00
"10/24/2016 02:00:00","GENESE",61753,9.03,-0.09,0.00
"10/24/2016 02:00:00","H Q",61844,8.84,-0.28,0.00
"10/24/2016 02:00:00","HUD VL",61758,9.84,0.71,0.00
"10/24/2016 02:00:00","LONGIL",61762,10.06,0.93,0.00
"10/24/2016 02:00:00","MHK VL",61756,9.42,0.29,0.00
"10/24/2016 02:00:00","MILLWD",61759,9.85,0.72,0.00
"10/24/2016 02:00:00","N.Y.C.",61761,9.92,0.79,0.00
"10/24/2016 02:00:00","NORTH",61755,8.72,-0.40,0.00
"10/24/2016 02:00:00","NPX",61845,9.94,0.81,0.00
"10/24/2016 02:00:00","O H",61846,8.98,-0.15,0.00
"10/24/2016 02:00:00","PJM",61847,19.77,0.36,-10.29
"10/24/2016 02:00:00","WEST",61752,9.12,0.00,0.00
"10/24/2016 02:05:00","CAPITL",61757,11.11,0.78,0.00
"10/24/2016 02:05:00","CENTRL",61754,10.44,0.11,0.00
"10/24/2016 02:05:00","DUNWOD",61760,11.15,0.83,0.00
"10/24/2016 02:05:00","GENESE",61753,10.21,-0.11,0.00
"10/24/2016 02:05:00","H Q",61844,10.01,-0.32,0.00
"10/24/2016 02:05:00","HUD VL",61758,11.12,0.80,0.00
"10/24/2016 02:05:00","LONGIL",61762,11.35,1.02,0.00
"10/24/2016 02:05:00","MHK VL",61756,10.65,0.32,0.00
"10/24/2016 02:05:00","MILLWD",61759,11.14,0.82,0.00
"10/24/2016 02:05:00","N.Y.C.",61761,11.23,0.90,0.00
"10/24/2016 02:05:00","NORTH",61755,9.86,-0.46,0.00
"10/24/2016 02:05:00","NPX",61845,14.72,0.99,-3.40
"10/24/2016 02:05:00","O H",61846,10.14,-0.19,0.00
"10/24/2016 02:05:00","PJM",61847,23.57,0.39,-12.85
"10/24/2016 02:05:00","WEST",61752,10.31,-0.02,0.00
"10/24/2016 02:10:00","CAPITL",61757,11.11,0.78,0.00
"10/24/2016 02:10:00","CENTRL",61754,10.45,0.12,0.00
"10/24/2016 02:10:00","DUNWOD",61760,11.16,0.84,0.00
"10/24/2016 02:10:00","GENESE",61753,10.22,-0.10,0.00
"10/24/2016 02:10:00","H Q",61844,10.00,-0.33,0.00
"10/24/2016 02:10:00","HUD VL",61758,11.13,0.81,0.00
"10/24/2016 02:10:00","LONGIL",61762,11.38,1.05,0.00
"10/24/2016 02:10:00","MHK VL",61756,10.65,0.32,0.00
"10/24/2016 02:10:00","MILLWD",61759,11.15,0.83,0.00
"10/24/2016 02:10:00","N.Y.C.",61761,11.24,0.91,0.00
"10/24/2016 02:10:00","NORTH",61755,9.85,-0.47,0.00
"10/24/2016 02:10:00","NPX",61845,14.71,0.98,-3.40
"10/24/2016 02:10:00","O H",61846,10.15,-0.18,0.00
"10/24/2016 02:10:00","PJM",61847,23.58,0.40,-12.85
"10/24/2016 02:10:00","WEST",61752,10.32,-0.01,0.00
"10/24/2016 02:15:00","CAPITL",61757,2.19,0.14,0.00
"10/24/2016 02:15:00","CENTRL",61754,2.08,0.03,0.00
"10/24/2016 02:15:00","DUNWOD",61760,2.22,0.16,0.00
"10/24/2016 02:15:00","GENESE",61753,2.04,-0.01,0.00
"10/24/2016 02:15:00","H Q",61844,1.99,-0.07,0.00
"10/24/2016 02:15:00","HUD VL",61758,2.21,0.16,0.00
"10/24/2016 02:15:00","LONGIL",61762,2.27,0.22,0.00
"10/24/2016 02:15:00","MHK VL",61756,2.12,0.07,0.00
"10/24/2016 02:15:00","MILLWD",61759,2.22,0.16,0.00
